regiao,estado,municipio,votos_Bolsonaro,votos_Lula
Nordeste,BA,BAIANOPOLIS,2336,6851
Norte,PA,BAIAO,4983,14758
Nordeste,BA,BAIXA GRANDE,3064,7723
Nordeste,PI,BAIXA GRANDE DO RIBEIRO,2437,5723
Nordeste,CE,BAIXIO,543,3673
Sudeste,ES,BAIXO GUANDU,10069,7577
Exterior,ZZ,BAKU,0,0
Sudeste,SP,BALBINOS,639,442
Sudeste,MG,BALDIM,2620,2808
Centro-Oeste,GO,BALIZA,813,1200
Sul,SC,BALNEARIO ARROIO DO SILVA,5300,3230
Sul,SC,BALNEARIO BARRA DO SUL,5809,2303
Sul,SC,BALNEARIO CAMBORIU,61035,20811
Sul,SC,BALNEARIO GAIVOTA,5143,2810
Sul,SC,BALNEARIO PICARRAS,10532,3833
Sul,RS,BALNEARIO PINHAL,3623,3198
Sul,SC,BALNEARIO RINCAO,6130,3241
Sul,PR,BALSA NOVA,5834,3488
Sudeste,SP,BALSAMO,3883,1919
Nordeste,MA,BALSAS,24202,26012
Exterior,ZZ,BAMAKO,0,0
Sudeste,MG,BAMBUI,6622,7554
Nordeste,CE,BANABUIU,1941,9632
Sudeste,SP,BANANAL,2837,3511
Nordeste,PB,BANANEIRAS,2664,10851
Sudeste,MG,BANDEIRA,573,2578
Sudeste,MG,BANDEIRA DO SUL,2328,1746
Sul,SC,BANDEIRANTE,1249,1122
Centro-Oeste,MS,BANDEIRANTES,2415,2051
Sul,PR,BANDEIRANTES,13737,5575
Norte,TO,BANDEIRANTES DO TOCANTINS,1101,985
Exterior,ZZ,BANGKOK,50,47
Norte,PA,BANNACH,1340,790
Nordeste,BA,BANZAE,1701,6232
Sul,RS,BARAO,3048,1170
Sudeste,SP,BARAO DE ANTONINA,993,1031
Sudeste,MG,BARAO DE COCAIS,8147,10882
Sul,RS,BARAO DE COTEGIPE,2751,1776
Nordeste,MA,BARAO DE GRAJAU,1389,9851
Centro-Oeste,MT,BARAO DE MELGACO,1701,2917
Sudeste,MG,BARAO DE MONTE ALTO,1466,2720
Sul,RS,BARAO DO TRIUNFO,2245,1377
Nordeste,RN,BARAUNA,5181,11596
Nordeste,PB,BARAUNA,597,2821
Sudeste,MG,BARBACENA,33503,43750
Nordeste,CE,BARBALHA,9367,29954
Sudeste,SP,BARBOSA,2237,1644
Sul,PR,BARBOSA FERRAZ,3599,2981
Norte,PA,BARCARENA,26380,48262
Exterior,ZZ,BARCELONA,1053,3246
Nordeste,RN,BARCELONA,1376,2211
Norte,AM,BARCELOS,2483,4616
Exterior,ZZ,BAREIN,25,11
Sudeste,SP,BARIRI,12760,5047
Nordeste,BA,BARRA,4713,21803
Sul,SC,BARRA BONITA,812,661
Sudeste,SP,BARRA BONITA,14684,7658
Nordeste,PI,BARRA D'ALCANTARA,375,2178
Nordeste,BA,BARRA DA ESTIVA,3910,12085
Nordeste,PE,BARRA DE GUABIRABA,2800,4921
Nordeste,PB,BARRA DE SANTA ROSA,1683,6568
Nordeste,PB,BARRA DE SANTANA,1458,4268
Nordeste,AL,BARRA DE SANTO ANTONIO,3586,5155
Sudeste,ES,BARRA DE SAO FRANCISCO,12950,10696
Nordeste,AL,BARRA DE SAO MIGUEL,2871,2699
Nordeste,PB,BARRA DE SAO MIGUEL,1253,3418
Centro-Oeste,MT,BARRA DO BUGRES,8888,8645
Sudeste,SP,BARRA DO CHAPEU,1727,1738
Nordeste,BA,BARRA DO CHOCA,4459,16805
Nordeste,MA,BARRA DO CORDA,15143,29904
Centro-Oeste,MT,BARRA DO GARCAS,20791,13371
Sul,RS,BARRA DO GUARITA,948,1091
Sul,PR,BARRA DO JACARE,1085,1006
Nordeste,BA,BARRA DO MENDES,943,8585
Norte,TO,BARRA DO OURO,951,1710
Sudeste,RJ,BARRA DO PIRAI,25999,26016
Sul,RS,BARRA DO QUARAI,1000,1220
Sul,RS,BARRA DO RIBEIRO,4089,3597
Sul,RS,BARRA DO RIO AZUL,782,668
Nordeste,BA,BARRA DO ROCHA,963,1974
Sudeste,SP,BARRA DO TURVO,2162,2239
Nordeste,SE,BARRA DOS COQUEIROS,7148,11635
Sul,RS,BARRA FUNDA,1322,944
Sudeste,MG,BARRA LONGA,1164,3063
Sudeste,RJ,BARRA MANSA,56219,47486
Sul,SC,BARRA VELHA,14869,5028
Sul,RS,BARRACAO,1745,1662
Sul,PR,BARRACAO,3310,2709
Nordeste,PI,BARRAS,5883,21341
Nordeste,CE,BARREIRA,5704,9033
Nordeste,BA,BARREIRAS,34122,50058
Nordeste,PI,BARREIRAS DO PIAUI,475,1971
Norte,AM,BARREIRINHA,1327,14079
Nordeste,MA,BARREIRINHAS,7080,29131
Nordeste,PE,BARREIROS,7814,14258
Sudeste,SP,BARRETOS,40384,23921
Sudeste,SP,BARRINHA,9041,9606
Nordeste,CE,BARRO,1529,10932
Nordeste,BA,BARRO ALTO,1499,6957
Centro-Oeste,GO,BARRO ALTO,3833,3271
Nordeste,PI,BARRO DURO,1103,3294
Nordeste,BA,BARRO PRETO,1090,3085
Nordeste,BA,BARROCAS,1651,9090
Norte,TO,BARROLANDIA,1737,1830
Nordeste,CE,BARROQUINHA,1918,8701
Sul,RS,BARROS CASSAL,2966,3471
Sudeste,MG,BARROSO,5385,7938
Sudeste,SP,BARUERI,109971,102713
Sudeste,SP,BASTOS,9478,3785
Centro-Oeste,MS,BATAGUASSU,7554,5799
Nordeste,AL,BATALHA,2982,6393
Nordeste,PI,BATALHA,3707,11939
Sudeste,SP,BATATAIS,18531,14217
Centro-Oeste,MS,BATAYPORA,3149,2763
Nordeste,CE,BATURITE,5078,16634
Sudeste,SP,BAURU,125569,80145
Nordeste,PB,BAYEUX,27977,30905
Sudeste,SP,BEBEDOURO,29911,13525
Nordeste,CE,BEBERIBE,10115,25104
Exterior,ZZ,BEIRUTE,1099,1591
Nordeste,CE,BELA CRUZ,4665,11243
Centro-Oeste,MS,BELA VISTA,6545,4906
Sul,PR,BELA VISTA DA CAROBA,1008,1443
Centro-Oeste,GO,BELA VISTA DE GOIAS,10182,7174
Sudeste,MG,BELA VISTA DE MINAS,2255,4005
Nordeste,MA,BELA VISTA DO MARANHAO,1489,5673
Sul,PR,BELA VISTA DO PARAISO,6097,3660
Nordeste,PI,BELA VISTA DO PIAUI,442,2387
Sul,SC,BELA VISTA DO TOLDO,2706,1477
Nordeste,MA,BELAGUA,507,5103
Nordeste,PB,BELEM,2810,7007
Nordeste,AL,BELEM,886,2406
Norte,PA,BELEM,427051,431858
Nordeste,PE,BELEM DE MARIA,1792,5248
Nordeste,PB,BELEM DO BREJO DO CRUZ,1147,3472
Nordeste,PI,BELEM DO PIAUI,379,2062
Nordeste,PE,BELEM DO SAO FRANCISCO,1774,9609
Sudeste,RJ,BELFORD ROXO,155071,102528
Exterior,ZZ,BELGRADO,12,36
Sudeste,MG,BELMIRO BRAGA,795,1613
Sul,SC,BELMONTE,1165,766
Nordeste,BA,BELMONTE,3247,7681
Exterior,ZZ,BELMOPAN,0,0
Nordeste,BA,BELO CAMPO,2704,9013
Sudeste,MG,BELO HORIZONTE,834548,703755
Nordeste,PE,BELO JARDIM,13602,32048
Nordeste,AL,BELO MONTE,1057,3113
Sudeste,MG,BELO ORIENTE,6883,7521
Sudeste,MG,BELO VALE,2542,3817
Norte,PA,BELTERRA,5618,6068
Nordeste,PI,BENEDITINOS,1005,6305
Nordeste,MA,BENEDITO LEITE,634,2526
Sul,SC,BENEDITO NOVO,5600,1089
Norte,PA,BENEVIDES,16723,19869
Norte,AM,BENJAMIN CONSTANT,2623,13370
Sul,RS,BENJAMIN CONSTANT DO SUL,646,1010
Sudeste,SP,BENTO DE ABREU,983,689
Nordeste,RN,BENTO FERNANDES,807,3044
Sul,RS,BENTO GONCALVES,55971,17873
Nordeste,MA,BEQUIMAO,2225,11047
Sudeste,MG,BERILO,1303,4308
Sudeste,MG,BERIZAL,860,2162
Exterior,ZZ,BERLIM,1011,6206
Nordeste,PB,BERNARDINO BATISTA,337,1932
Sudeste,SP,BERNARDINO DE CAMPOS,3835,2300
Nordeste,MA,BERNARDO DO MEARIM,961,2951
Norte,TO,BERNARDO SAYAO,1401,1227
Sudeste,SP,BERTIOGA,19594,15004
Nordeste,PI,BERTOLINIA,933,2609
Sudeste,MG,BERTOPOLIS,822,2201
Norte,AM,BERURI,3158,5381
Nordeste,PE,BETANIA,759,5988
Nordeste,PI,BETANIA DO PIAUI,377,3955
Sudeste,MG,BETIM,123818,112360
Nordeste,PE,BEZERROS,10289,26858
Sudeste,MG,BIAS FORTES,735,2033
Sudeste,MG,BICAS,3950,4693
Sul,SC,BIGUACU,27499,14197
Sudeste,SP,BILAC,3416,1485
Sudeste,MG,BIQUINHAS,954,1025
Sudeste,SP,BIRIGUI,49166,17980
Sudeste,SP,BIRITIBA MIRIM,10445,6910
Nordeste,BA,BIRITINGA,1168,8156
Exterior,ZZ,BISSAU,25,20
Sul,PR,BITURUNA,4306,5366
Sul,SC,BLUMENAU,159256,52292
Sudeste,ES,BOA ESPERANCA,3835,4321
Sudeste,MG,BOA ESPERANCA,12893,11029
Sul,PR,BOA ESPERANCA,2237,878
Sul,PR,BOA ESPERANCA DO IGUACU,721,1201
Sudeste,SP,BOA ESPERANCA DO SUL,3242,4431
Nordeste,PI,BOA HORA,902,3877
Nordeste,BA,BOA NOVA,1173,7414
Nordeste,RN,BOA SAUDE,2193,3680
Nordeste,PB,BOA VENTURA,665,3024
Sul,PR,BOA VENTURA DE SAO ROQUE,1594,2471
Nordeste,CE,BOA VIAGEM,4117,26911
Nordeste,PB,BOA VISTA,1523,3354
Norte,RR,BOA VISTA,144799,37412
Sul,PR,BOA VISTA DA APARECIDA,2718,2603
Sul,RS,BOA VISTA DAS MISSOES,757,816
Sul,RS,BOA VISTA DO BURICA,3057,1663
Sul,RS,BOA VISTA DO CADEADO,1138,558
Nordeste,MA,BOA VISTA DO GURUPI,1097,3295
Sul,RS,BOA VISTA DO INCRA,1083,718
Norte,AM,BOA VISTA DO RAMOS,1072,7837
Sul,RS,BOA VISTA DO SUL,1531,508
Nordeste,BA,BOA VISTA DO TUPIM,2843,7452
Nordeste,AL,BOCA DA MATA,5359,7724
Norte,AM,BOCA DO ACRE,8499,7050
Sudeste,SP,BOCAINA,4517,2205
Nordeste,PI,BOCAINA,942,3307
Sudeste,MG,BOCAINA DE MINAS,1470,1931
Sul,SC,BOCAINA DO SUL,1575,1006
Sudeste,MG,BOCAIUVA,8182,19692
Sul,PR,BOCAIUVA DO SUL,4288,3143
Nordeste,RN,BODO,541,2152
Nordeste,PE,BODOCO,2126,17617
Centro-Oeste,MS,BODOQUENA,2473,2281
Sudeste,SP,BOFETE,3523,2286
Exterior,ZZ,BOGOTA,293,380
Sudeste,SP,BOITUVA,22432,11424
Nordeste,PE,BOM CONSELHO,4876,19659
Sudeste,MG,BOM DESPACHO,19599,9809
Nordeste,MA,BOM JARDIM,4489,14581
Sudeste,RJ,BOM JARDIM,9485,7249
Nordeste,PE,BOM JARDIM,5280,17305
Sul,SC,BOM JARDIM DA SERRA,1597,1263
Centro-Oeste,GO,BOM JARDIM DE GOIAS,2484,2852
Sudeste,MG,BOM JARDIM DE MINAS,1816,2723
Nordeste,PB,BOM JESUS,268,2140
Nordeste,RN,BOM JESUS,2463,4458
Sul,SC,BOM JESUS,1091,984
Sul,RS,BOM JESUS,3260,3048
Nordeste,PI,BOM JESUS,4623,10554
Nordeste,BA,BOM JESUS DA LAPA,8045,28716
Sudeste,MG,BOM JESUS DA PENHA,1689,1067
Nordeste,BA,BOM JESUS DA SERRA,773,5690
Nordeste,MA,BOM JESUS DAS SELVAS,4748,9854
Centro-Oeste,GO,BOM JESUS DE GOIAS,6789,5999
Sudeste,MG,BOM JESUS DO AMPARO,1466,2442
Centro-Oeste,MT,BOM JESUS DO ARAGUAIA,2098,1272
Sudeste,MG,BOM JESUS DO GALHO,4190,5194
Sudeste,RJ,BOM JESUS DO ITABAPOANA,12649,9839
Sudeste,ES,BOM JESUS DO NORTE,3041,2677
Sul,SC,BOM JESUS DO OESTE,1060,563
Sul,PR,BOM JESUS DO SUL,1361,1553
Norte,TO,BOM JESUS DO TOCANTINS,1137,1393
Norte,PA,BOM JESUS DO TOCANTINS,3763,4579
Sudeste,SP,BOM JESUS DOS PERDOES,8551,5165
Nordeste,MA,BOM LUGAR,1954,6571
Sul,RS,BOM PRINCIPIO,6757,1943
Nordeste,PI,BOM PRINCIPIO DO PIAUI,1023,3789
Sul,RS,BOM PROGRESSO,860,921
Sudeste,MG,BOM REPOUSO,3730,3604
Sul,SC,BOM RETIRO,3236,1892
Sul,RS,BOM RETIRO DO SUL,4991,2830
Nordeste,PB,BOM SUCESSO,419,3124
Sul,PR,BOM SUCESSO,1906,2249
Sudeste,MG,BOM SUCESSO,5096,6095
Sudeste,SP,BOM SUCESSO DE ITARARE,1121,1384
Sul,PR,BOM SUCESSO DO SUL,1558,901
Sul,SC,BOMBINHAS,9324,3666
Norte,RR,BONFIM,5199,2382
Sudeste,MG,BONFIM,2297,3011
Nordeste,PI,BONFIM DO PIAUI,287,3582
Centro-Oeste,GO,BONFINOPOLIS,2720,2608
Sudeste,MG,BONFINOPOLIS DE MINAS,1460,2095
Nordeste,BA,BONINAL,2168,5634
Nordeste,PE,BONITO,7600,15572
Norte,PA,BONITO,2761,6727
Nordeste,BA,BONITO,1572,7718
Centro-Oeste,MS,BONITO,7855,5191
Sudeste,MG,BONITO DE MINAS,950,4523
Nordeste,PB,BONITO DE SANTA FE,1328,4281
Centro-Oeste,GO,BONOPOLIS,1030,1317
Nordeste,PB,BOQUEIRAO,3505,8136
Sul,RS,BOQUEIRAO DO LEAO,2455,2032
Nordeste,PI,BOQUEIRAO DO PIAUI,534,3473
Nordeste,SE,BOQUIM,4517,11486
Nordeste,BA,BOQUIRA,1022,11154
Sudeste,SP,BORA,460,330
Sudeste,SP,BORACEIA,1724,1226
Norte,AM,BORBA,3281,12371
Nordeste,PB,BORBOREMA,673,2643
Sudeste,SP,BORBOREMA,5749,2702
Sudeste,MG,BORDA DA MATA,6026,4059
Sudeste,SP,BOREBI,977,701
Sul,PR,BORRAZOPOLIS,3050,2086
Sul,RS,BOSSOROCA,1633,2229
Exterior,ZZ,BOSTON,10960,3508
Sudeste,MG,BOTELHOS,4343,5214
Sudeste,SP,BOTUCATU,47560,33816
Sudeste,MG,BOTUMIRIM,806,2870
Nordeste,BA,BOTUPORA,1136,5790
Sul,SC,BOTUVERA,2956,779
Sul,RS,BOZANO,1323,702
Sul,SC,BRACO DO NORTE,16518,3918
Sul,SC,BRACO DO TROMBUDO,2210,510
Sul,RS,BRAGA,877,1304
Norte,PA,BRAGANCA,24883,41378
Sudeste,SP,BRAGANCA PAULISTA,66832,33003
Sul,PR,BRAGANEY,1953,1626
Nordeste,AL,BRANQUINHA,1571,4041
Sudeste,MG,BRAS PIRES,1240,2026
Norte,PA,BRASIL NOVO,8088,4109
Centro-Oeste,MS,BRASILANDIA,3705,2488
Sudeste,MG,BRASILANDIA DE MINAS,3640,5203
Sul,PR,BRASILANDIA DO SUL,1134,1346
Norte,TO,BRASILANDIA DO TOCANTINS,602,793
Norte,AC,BRASILEIA,9593,3958
Nordeste,PI,BRASILEIRA,864,4864
Centro-Oeste,DF,BRASILIA,1041331,729295
Sudeste,MG,BRASILIA DE MINAS,5601,13432
Centro-Oeste,MT,BRASNORTE,6035,2286
Exterior,ZZ,BRATISLAVA,19,43
Sudeste,SP,BRAUNA,2275,1030
Sudeste,MG,BRAUNAS,1176,1827
Centro-Oeste,GO,BRAZABRANTES,1499,1162
Sudeste,MG,BRAZOPOLIS,5131,4161
Exterior,ZZ,BRAZZAVILLE,0,0
Nordeste,PE,BREJAO,1258,5727
Sudeste,ES,BREJETUBA,4149,2941
Nordeste,PE,BREJINHO,817,4672
Nordeste,RN,BREJINHO,2304,5517
Norte,TO,BREJINHO DE NAZARE,1331,1682
Nordeste,MA,BREJO,3496,14751
Sudeste,SP,BREJO ALEGRE,898,1044
Nordeste,PE,BREJO DA MADRE DE DEUS,7781,17344
Nordeste,MA,BREJO DE AREIA,1258,4162
Nordeste,PB,BREJO DO CRUZ,2270,5520
Nordeste,PI,BREJO DO PIAUI,291,2745
Nordeste,PB,BREJO DOS SANTOS,1190,3359
Nordeste,SE,BREJO GRANDE,1070,4077
Norte,PA,BREJO GRANDE DO ARAGUAIA,2130,2811
Nordeste,CE,BREJO SANTO,5202,23507
Nordeste,BA,BREJOES,2012,5859
Nordeste,BA,BREJOLANDIA,1583,4290
Norte,PA,BREU BRANCO,9276,12388
Norte,PA,BREVES,18062,30930
Exterior,ZZ,BRIDGETOWN,0,0
Centro-Oeste,GO,BRITANIA,2098,1480
Sul,RS,BROCHIER,1986,1236
Sudeste,SP,BRODOWSKI,9320,4390
Sudeste,SP,BROTAS,9188,4071
Nordeste,BA,BROTAS DE MACAUBAS,1536,5405
Sudeste,MG,BRUMADINHO,12689,12280
Nordeste,BA,BRUMADO,12589,28845
Sul,SC,BRUNOPOLIS,1236,1022
Sul,SC,BRUSQUE,61992,16877
Exterior,ZZ,BRUXELAS,1444,2115
Exterior,ZZ,BUCARESTE,19,38
Exterior,ZZ,BUDAPESTE,83,481
Sudeste,MG,BUENO BRANDAO,4499,2216
Sudeste,MG,BUENOPOLIS,1931,3212
Exterior,ZZ,BUENOS AIRES,2240,4373
Nordeste,PE,BUENOS AIRES,1999,6756
Nordeste,BA,BUERAREMA,5292,3581
Sudeste,MG,BUGRE,1618,1534
Nordeste,PE,BUIQUE,3394,22899
Norte,AC,BUJARI,4693,1958
Norte,PA,BUJARU,5085,12012
Sudeste,SP,BURI,6963,4551
Sudeste,SP,BURITAMA,6327,3544
Nordeste,MA,BURITI,1856,13359
Centro-Oeste,GO,BURITI ALEGRE,3200,2780
Nordeste,MA,BURITI BRAVO,1803,10994
Centro-Oeste,GO,BURITI DE GOIAS,1654,856
Norte,TO,BURITI DO TOCANTINS,1980,2998
Nordeste,PI,BURITI DOS LOPES,3349,9715
Nordeste,PI,BURITI DOS MONTES,633,4606
Nordeste,MA,BURITICUPU,10061,21009
Centro-Oeste,GO,BURITINOPOLIS,1036,1306
Nordeste,BA,BURITIRAMA,2326,8773
Nordeste,MA,BURITIRANA,3290,5328
Norte,RO,BURITIS,12479,3260
Sudeste,MG,BURITIS,7637,6367
Sudeste,SP,BURITIZAL,2024,917
Sudeste,MG,BURITIZEIRO,5906,7937
Sul,RS,BUTIA,4955,6346
Norte,AM,CAAPIRANGA,1980,3988
Nordeste,PB,CAAPORA,4079,8746
Centro-Oeste,MS,CAARAPO,9675,6076
Nordeste,BA,CAATIBA,1353,3047
Nordeste,PB,CABACEIRAS,1254,2704
Nordeste,BA,CABACEIRAS DO PARAGUACU,1483,8710
Sudeste,MG,CABECEIRA GRANDE,2029,1950
Centro-Oeste,GO,CABECEIRAS,2526,2661
Nordeste,PI,CABECEIRAS DO PIAUI,842,5991
Nordeste,PB,CABEDELO,18523,20106
Norte,RO,CABIXI,2405,1106
Nordeste,PE,CABO DE SANTO AGOSTINHO,40592,86617
Sudeste,RJ,CABO FRIO,81373,40668
Sudeste,MG,CABO VERDE,3550,3926
Sudeste,SP,CABRALIA PAULISTA,1329,1228
Sudeste,SP,CABREUVA,16677,9973
Nordeste,PE,CABROBO,3196,15805
Sul,SC,CACADOR,24290,16465
Sudeste,SP,CACAPAVA,36878,18741
Sul,RS,CACAPAVA DO SUL,7096,11965
Norte,RO,CACAULANDIA,2210,692
Sul,RS,CACEQUI,2897,3528
Centro-Oeste,MT,CACERES,24217,22686
Nordeste,BA,CACHOEIRA,3197,16132
Centro-Oeste,GO,CACHOEIRA ALTA,3125,2804
Sudeste,MG,CACHOEIRA DA PRATA,1334,1439
Centro-Oeste,GO,CACHOEIRA DE GOIAS,704,644
Sudeste,MG,CACHOEIRA DE MINAS,4758,2909
Sudeste,MG,CACHOEIRA DE PAJEU,1536,3421
Norte,PA,CACHOEIRA DO ARARI,2750,10657
Norte,PA,CACHOEIRA DO PIRIA,2634,7329
Sul,RS,CACHOEIRA DO SUL,28555,18957
Nordeste,PB,CACHOEIRA DOS INDIOS,796,5004
Sudeste,MG,CACHOEIRA DOURADA,597,1227
Centro-Oeste,GO,CACHOEIRA DOURADA,2474,2909
Nordeste,MA,CACHOEIRA GRANDE,1065,4897
Sudeste,SP,CACHOEIRA PAULISTA,10952,7636
Sudeste,RJ,CACHOEIRAS DE MACACU,20933,13330
Sul,RS,CACHOEIRINHA,46256,32734
Norte,TO,CACHOEIRINHA,460,849
Nordeste,PE,CACHOEIRINHA,2911,9123
Sudeste,ES,CACHOEIRO DE ITAPEMIRIM,75317,33202
Nordeste,PB,CACIMBA DE AREIA,551,2523
Nordeste,PB,CACIMBA DE DENTRO,2348,7568
Nordeste,PB,CACIMBAS,578,3667
Nordeste,AL,CACIMBINHAS,1440,4147
Sul,RS,CACIQUE DOBLE,1998,1290
Norte,RO,CACOAL,37980,12437
Sudeste,SP,CACONDE,5774,4546
Centro-Oeste,GO,CACU,5110,3033
Nordeste,BA,CACULE,3890,9887
Nordeste,BA,CAEM,938,5077
Sudeste,MG,CAETANOPOLIS,3813,2870
Nordeste,BA,CAETANOS,821,6863
Sudeste,MG,CAETE,11825,14026
Nordeste,PE,CAETES,1281,12668
Nordeste,BA,CAETITE,6728,26820
Nordeste,BA,CAFARNAUM,2694,8225
Sul,PR,CAFEARA,797,1022
Sul,PR,CAFELANDIA,7165,3488
Sudeste,SP,CAFELANDIA,5912,3545
Sul,PR,CAFEZAL DO SUL,1986,1222
Sudeste,SP,CAIABU,1367,1338
Sudeste,MG,CAIANA,1411,1846
Centro-Oeste,GO,CAIAPONIA,5738,4138
Sul,RS,CAIBATE,1520,1724
Sul,SC,CAIBI,2957,1176
Sul,RS,CAICARA,2098,1436
Nordeste,PB,CAICARA,1282,3256
Nordeste,RN,CAICARA DO NORTE,1308,2695
Nordeste,RN,CAICARA DO RIO DO VENTO,731,2169
Nordeste,RN,CAICO,12443,24164
Sudeste,SP,CAIEIRAS,27747,26161
Exterior,ZZ,CAIENA,722,598
Exterior,ZZ,CAIRO,23,46
Nordeste,BA,CAIRU,3539,6798
Sudeste,SP,CAIUA,1264,1639
Sudeste,SP,CAJAMAR,26060,25152
Nordeste,MA,CAJAPIO,651,5721
Nordeste,MA,CAJARI,1379,9914
Sudeste,SP,CAJATI,10938,5493
Nordeste,PB,CAJAZEIRAS,6965,29068
Nordeste,PI,CAJAZEIRAS DO PIAUI,368,2203
Nordeste,PB,CAJAZEIRINHAS,505,2355
Sudeste,SP,CAJOBI,3621,2275
Nordeste,AL,CAJUEIRO,2991,6416
Nordeste,PI,CAJUEIRO DA PRAIA,1095,4418
Sudeste,MG,CAJURI,993,2640
Sudeste,SP,CAJURU,7268,6621
Nordeste,PE,CALCADO,724,5190
Norte,AP,CALCOENE,1986,3200
Sudeste,MG,CALDAS,4893,3443
Nordeste,PB,CALDAS BRANDAO,965,3130
Centro-Oeste,GO,CALDAS NOVAS,30802,17152
Centro-Oeste,GO,CALDAZINHA,1366,1166
Nordeste,BA,CALDEIRAO GRANDE,1915,5815
Nordeste,PI,CALDEIRAO GRANDE DO PIAUI,669,3465
Sul,PR,CALIFORNIA,3722,1860
Sul,SC,CALMON,792,1518
Nordeste,PE,CALUMBI,583,4456
Nordeste,BA,CAMACA,5094,7823
Nordeste,BA,CAMACARI,49304,101063
Sudeste,MG,CAMACHO,1057,1451
Nordeste,PB,CAMALAU,489,4252
Nordeste,BA,CAMAMU,5685,11332
Sudeste,MG,CAMANDUCAIA,7741,5879
Centro-Oeste,MS,CAMAPUA,4697,3463
Sul,RS,CAMAQUA,22770,15626
Nordeste,PE,CAMARAGIBE,43186,55964
Sul,RS,CAMARGO,1358,747
Sul,PR,CAMBARA,8539,5282
Sul,RS,CAMBARA DO SUL,2580,1340
Sul,PR,CAMBE,40519,18016
Exterior,ZZ,CAMBERRA,709,1264
Sul,PR,CAMBIRA,3248,1799
Sul,SC,CAMBORIU,32194,12185
Sudeste,RJ,CAMBUCI,4712,4793
Sudeste,MG,CAMBUI,9500,6798
Sudeste,MG,CAMBUQUIRA,3875,3652
Norte,PA,CAMETA,19273,60945
Nordeste,CE,CAMOCIM,10303,27280
Nordeste,PE,CAMOCIM DE SAO FELIX,3155,8654
Sudeste,MG,CAMPANARIO,714,1482
Sudeste,MG,CAMPANHA,5963,3413
Sudeste,MG,CAMPESTRE,8049,4914
Nordeste,AL,CAMPESTRE,1089,2695
Sul,RS,CAMPESTRE DA SERRA,1777,432
Centro-Oeste,GO,CAMPESTRE DE GOIAS,1457,1335
Nordeste,MA,CAMPESTRE DO MARANHAO,2249,4994
Sul,PR,CAMPINA DA LAGOA,5426,3902
Sul,RS,CAMPINA DAS MISSOES,2374,1869
Sudeste,SP,CAMPINA DO MONTE ALEGRE,2212,1460
Sul,PR,CAMPINA DO SIMAO,1006,1759
Nordeste,PB,CAMPINA GRANDE,115859,124668
Sul,PR,CAMPINA GRANDE DO SUL,16566,9930
Sudeste,MG,CAMPINA VERDE,5848,5301
Centro-Oeste,GO,CAMPINACU,1257,1334
Centro-Oeste,MT,CAMPINAPOLIS,3207,4174
Sudeste,SP,CAMPINAS,368251,286779
Nordeste,PI,CAMPINAS DO PIAUI,272,3674
Sul,RS,CAMPINAS DO SUL,2869,1016
Centro-Oeste,GO,CAMPINORTE,4287,2429
Nordeste,AL,CAMPO ALEGRE,6012,11486
Sul,SC,CAMPO ALEGRE,6355,1598
Centro-Oeste,GO,CAMPO ALEGRE DE GOIAS,2050,2060
Nordeste,BA,CAMPO ALEGRE DE LOURDES,2701,14756
Nordeste,PI,CAMPO ALEGRE DO FIDALGO,366,3196
Sudeste,MG,CAMPO AZUL,568,2137
Sudeste,MG,CAMPO BELO,17341,12335
Sul,SC,CAMPO BELO DO SUL,2496,2307
Sul,RS,CAMPO BOM,28341,13361
Sul,PR,CAMPO BONITO,1372,1524
Nordeste,SE,CAMPO DO BRITO,2777,8521
Sudeste,MG,CAMPO DO MEIO,3052,4481
Sul,PR,CAMPO DO TENENTE,3105,1847
Sul,SC,CAMPO ERE,2619,3099
Sudeste,MG,CAMPO FLORIDO,2266,2626
Nordeste,BA,CAMPO FORMOSO,12308,30504
Nordeste,AL,CAMPO GRANDE,1197,5048
Nordeste,RN,CAMPO GRANDE,1871,4784
Centro-Oeste,MS,CAMPO GRANDE,313906,187109
Nordeste,PI,CAMPO GRANDE DO PIAUI,476,3391
Sul,PR,CAMPO LARGO,47247,25316
Nordeste,PI,CAMPO LARGO DO PIAUI,710,3261
Centro-Oeste,GO,CAMPO LIMPO DE GOIAS,3013,1688
Sudeste,SP,CAMPO LIMPO PAULISTA,26382,18977
Sul,PR,CAMPO MAGRO,9351,6711
Nordeste,PI,CAMPO MAIOR,7034,21073
Sul,PR,CAMPO MOURAO,33849,21035
Sul,RS,CAMPO NOVO,1535,1622
Norte,RO,CAMPO NOVO DE RONDONIA,3904,1499
Centro-Oeste,MT,CAMPO NOVO DO PARECIS,13944,6260
Nordeste,RN,CAMPO REDONDO,1084,5332
Centro-Oeste,MT,CAMPO VERDE,16427,7351
Sudeste,MG,CAMPOS ALTOS,4319,2903
Centro-Oeste,GO,CAMPOS BELOS,3988,6452
Sul,RS,CAMPOS BORGES,1361,1163
Centro-Oeste,MT,CAMPOS DE JULIO,2833,1059
Sudeste,SP,CAMPOS DO JORDAO,17558,10493
Sudeste,RJ,CAMPOS DOS GOYTACAZES,171999,100427
Sudeste,MG,CAMPOS GERAIS,8469,6852
Norte,TO,CAMPOS LINDOS,1739,3001
Sul,SC,CAMPOS NOVOS,13785,6977
Sudeste,SP,CAMPOS NOVOS PAULISTA,1757,1071
