regiao,estado,municipio,populacao,casosAcumulado,obitosAcumulado
Sudeste,MG,RIO PARDO DE MINAS,30914,1949,11
Sudeste,MG,RIO PIRACICABA,14339,3618,31
Sudeste,MG,RIO POMBA,17910,1095,42
Sudeste,MG,RIO PRETO,5476,1453,6
Norte,AM,RIO PRETO DA EVA,33347,7332,86
Centro-Oeste,GO,RIO QUENTE,4493,1704,10
Nordeste,BA,RIO REAL,40732,4355,55
Sul,SC,RIO RUFINO,2483,352,8
Norte,TO,RIO SONO,6478,533,5
Nordeste,PB,RIO TINTO,24176,5023,62
Centro-Oeste,GO,RIO VERDE,235647,61317,887
Centro-Oeste,MS,RIO VERDE DE MATO GROSSO,19746,3819,84
Sudeste,MG,RIO VERMELHO,12846,1188,8
Sudeste,SP,RIOLANDIA,12518,3002,33
Sul,RS,RIOZINHO,4653,788,14
Sul,SC,RIQUEZA,4598,1024,19
Sudeste,MG,RITAPOLIS,4604,1054,15
Sudeste,SP,RIVERSUL,5524,1038,32
Sul,RS,ROCA SALES,11393,1500,30
Centro-Oeste,MS,ROCHEDO,5499,838,13
Sudeste,MG,ROCHEDO DE MINAS,2305,268,4
Sul,SC,RODEIO,11551,3096,36
Sul,RS,RODEIO BONITO,5867,2623,11
Sudeste,MG,RODEIRO,8109,1640,21
Nordeste,BA,RODELAS,9331,547,9
Nordeste,RN,RODOLFO FERNANDES,4467,574,12
Norte,AC,RODRIGUES ALVES,18930,1091,14
Sul,RS,ROLADOR,2323,631,4
Sul,PR,ROLANDIA,66580,17135,305
Sul,RS,ROLANTE,21349,6912,70
Norte,RO,ROLIM DE MOURA,55058,14197,213
Sudeste,MG,ROMARIA,3533,2101,11
Sul,SC,ROMELANDIA,4786,600,8
Sul,PR,RONCADOR,9849,2128,23
Sul,RS,RONDA ALTA,10601,2673,29
Sul,RS,RONDINHA,5130,1800,20
Centro-Oeste,MT,RONDOLANDIA,4001,702,5
Sul,PR,RONDON,9579,2600,22
Norte,PA,RONDON DO PARA,52357,3569,94
Centro-Oeste,MT,RONDONOPOLIS,232491,44548,999
Sul,RS,ROQUE GONZALES,6847,1363,12
Norte,RR,RORAINOPOLIS,30163,4097,74
Sudeste,SP,ROSANA,16643,4880,54
Nordeste,MA,ROSARIO,42740,634,28
Sudeste,MG,ROSARIO DA LIMEIRA,4594,408,8
Nordeste,SE,ROSARIO DO CATETE,10855,1284,22
Sul,PR,ROSARIO DO IVAI,4786,1621,9
Sul,RS,ROSARIO DO SUL,39422,9091,164
Centro-Oeste,MT,ROSARIO OESTE,17151,3832,66
Sudeste,SP,ROSEIRA,10712,1608,33
Nordeste,AL,ROTEIRO,6664,468,14
Sudeste,MG,RUBELITA,5995,665,3
Sudeste,SP,RUBIACEA,3128,735,11
Centro-Oeste,GO,RUBIATABA,19882,7161,101
Sudeste,MG,RUBIM,10241,2211,27
Sudeste,SP,RUBINEIA,3148,1343,19
Norte,PA,RUROPOLIS,50510,6748,85
Nordeste,CE,RUSSAS,78194,18293,229
Nordeste,RN,RUY BARBOSA,3600,207,1
Nordeste,BA,RUY BARBOSA,30814,3843,35
Sudeste,MG,SABARA,136344,15307,272
Sul,PR,SABAUDIA,6827,2784,35
Sudeste,SP,SABINO,5590,306,30
Sudeste,MG,SABINOPOLIS,15470,1657,25
Nordeste,CE,SABOEIRO,15819,1750,19
Sudeste,MG,SACRAMENTO,26185,10355,88
Sul,RS,SAGRADA FAMILIA,2609,807,10
Sudeste,SP,SAGRES,2432,266,4
Nordeste,PE,SAIRE,9932,1213,18
Sul,RS,SALDANHA MARINHO,2650,859,15
Sudeste,SP,SALES,6331,1149,47
Sudeste,SP,SALES OLIVEIRA,11890,1858,33
Sudeste,SP,SALESOPOLIS,17139,718,63
Sul,SC,SALETE,7642,1477,9
Nordeste,PB,SALGADINHO,3885,261,3
Nordeste,PE,SALGADINHO,10919,533,8
Nordeste,SE,SALGADO,19998,2243,48
Nordeste,PB,SALGADO DE SAO FELIX,12140,1250,15
Sul,PR,SALGADO FILHO,3580,1055,12
Nordeste,PE,SALGUEIRO,60930,18513,132
Sudeste,MG,SALINAS,41527,6474,64
Nordeste,BA,SALINAS DA MARGARIDA,15667,2075,24
Norte,PA,SALINOPOLIS,40675,1580,112
Nordeste,CE,SALITRE,16554,1404,26
Sudeste,SP,SALMOURAO,5300,497,25
Nordeste,PE,SALOA,15843,1828,26
Sudeste,SP,SALTINHO,8286,2576,26
Sul,SC,SALTINHO,3781,566,9
Sudeste,SP,SALTO,118663,25279,533
Sudeste,MG,SALTO DA DIVISA,7009,964,21
Sudeste,SP,SALTO DE PIRAPORA,45422,4472,190
Centro-Oeste,MT,SALTO DO CEU,3365,289,10
Sul,PR,SALTO DO ITARARE,4935,1722,42
Sul,RS,SALTO DO JACUI,12449,2578,30
Sul,PR,SALTO DO LONTRA,14785,3879,37
Sudeste,SP,SALTO GRANDE,9331,2084,19
Sul,SC,SALTO VELOSO,4718,1542,8
Nordeste,BA,SALVADOR,2872347,335157,9044
Sul,RS,SALVADOR DAS MISSOES,2733,824,10
Sul,RS,SALVADOR DO SUL,7799,1687,6
Norte,PA,SALVATERRA,23752,2172,32
Nordeste,MA,SAMBAIBA,5671,617,4
Norte,TO,SAMPAIO,4711,881,10
Sul,RS,SANANDUVA,16270,5852,41
Centro-Oeste,GO,SANCLERLANDIA,7637,1920,39
Norte,TO,SANDOLANDIA,3375,694,9
Sudeste,SP,SANDOVALINA,4302,718,15
Sul,SC,SANGAO,12678,2605,16
Nordeste,PE,SANHARO,26462,2892,29
Sul,RS,SANT'ANA DO LIVRAMENTO,77027,21431,231
Sudeste,SP,SANTA ADELIA,15480,2832,68
Sudeste,SP,SANTA ALBERTINA,6008,2267,29
Sul,PR,SANTA AMELIA,3324,838,11
Nordeste,BA,SANTA BARBARA,20791,2253,28
Sudeste,MG,SANTA BARBARA,31324,7720,55
Sudeste,SP,SANTA BARBARA D'OESTE,193475,29908,908
Centro-Oeste,GO,SANTA BARBARA DE GOIAS,6560,2596,29
Sudeste,MG,SANTA BARBARA DO LESTE,8147,975,32
Sudeste,MG,SANTA BARBARA DO MONTE VERDE,3150,547,12
Norte,PA,SANTA BARBARA DO PARA,21079,1679,29
Sul,RS,SANTA BARBARA DO SUL,7994,2979,50
Sudeste,MG,SANTA BARBARA DO TUGURIO,4430,469,8
Sudeste,SP,SANTA BRANCA,14788,2099,37
Nordeste,BA,SANTA BRIGIDA,14213,1204,21
Centro-Oeste,MT,SANTA CARMEM,4525,1727,15
Sul,SC,SANTA CECILIA,16830,3179,37
Nordeste,PB,SANTA CECILIA,6558,1008,6
Sul,PR,SANTA CECILIA DO PAVAO,3334,1017,15
Sul,RS,SANTA CECILIA DO SUL,1639,791,4
Sudeste,SP,SANTA CLARA D'OESTE,2115,549,22
Sul,RS,SANTA CLARA DO SUL,6603,681,13
Nordeste,PB,SANTA CRUZ,6583,1683,10
Nordeste,RN,SANTA CRUZ,39674,7448,87
Nordeste,PE,SANTA CRUZ,15398,1317,13
Nordeste,BA,SANTA CRUZ CABRALIA,27778,4653,46
Nordeste,PE,SANTA CRUZ DA BAIXA VERDE,12592,777,20
Sudeste,SP,SANTA CRUZ DA CONCEICAO,4503,2035,17
Sudeste,SP,SANTA CRUZ DA ESPERANCA,2139,203,7
Nordeste,BA,SANTA CRUZ DA VITORIA,6315,870,11
Sudeste,SP,SANTA CRUZ DAS PALMEIRAS,34361,5763,139
Centro-Oeste,GO,SANTA CRUZ DE GOIAS,2855,668,8
Sudeste,MG,SANTA CRUZ DE MINAS,8604,2459,24
Sul,PR,SANTA CRUZ DE MONTE CASTELO,7800,2512,21
Sudeste,MG,SANTA CRUZ DE SALINAS,4142,292,3
Norte,PA,SANTA CRUZ DO ARARI,10128,264,12
Nordeste,PE,SANTA CRUZ DO CAPIBARIBE,107937,13596,186
Sudeste,MG,SANTA CRUZ DO ESCALVADO,4758,754,9
Nordeste,PI,SANTA CRUZ DO PIAUI,6240,886,15
Sudeste,SP,SANTA CRUZ DO RIO PARDO,47673,9265,207
Sul,RS,SANTA CRUZ DO SUL,130416,46743,411
Centro-Oeste,MT,SANTA CRUZ DO XINGU,2564,760,7
Nordeste,PI,SANTA CRUZ DOS MILAGRES,4019,289,2
Sudeste,MG,SANTA EFIGENIA DE MINAS,4409,971,13
Sudeste,SP,SANTA ERNESTINA,5599,557,21
Sul,PR,SANTA FE,12037,1741,54
Centro-Oeste,GO,SANTA FE DE GOIAS,5459,2218,23
Sudeste,MG,SANTA FE DE MINAS,3846,402,4
Norte,TO,SANTA FE DO ARAGUAIA,7512,1018,14
Sudeste,SP,SANTA FE DO SUL,32322,9546,165
Nordeste,PI,SANTA FILOMENA,6253,157,5
Nordeste,PE,SANTA FILOMENA,14477,1276,17
Nordeste,MA,SANTA FILOMENA DO MARANHAO,7773,51,1
Sudeste,SP,SANTA GERTRUDES,26898,3940,87
Sul,SC,SANTA HELENA,2223,242,4
Nordeste,PB,SANTA HELENA,5889,1338,14
Nordeste,MA,SANTA HELENA,42130,3119,29
Sul,PR,SANTA HELENA,26490,5644,93
Centro-Oeste,GO,SANTA HELENA DE GOIAS,38648,7147,235
Sudeste,MG,SANTA HELENA DE MINAS,6366,1255,7
Nordeste,MA,SANTA INES,89044,12441,226
Sul,PR,SANTA INES,1596,422,3
Nordeste,PB,SANTA INES,3595,140,8
Nordeste,BA,SANTA INES,10631,1206,14
Sudeste,SP,SANTA ISABEL,57386,8612,297
Centro-Oeste,GO,SANTA ISABEL,3809,786,18
Sul,PR,SANTA ISABEL DO IVAI,8562,3054,32
Norte,PA,SANTA ISABEL DO PARA,70801,4012,108
Norte,AM,SANTA ISABEL DO RIO NEGRO,25156,3210,57
Sul,PR,SANTA IZABEL DO OESTE,14659,3004,38
Sudeste,MG,SANTA JULIANA,14003,1921,53
Sudeste,ES,SANTA LEOPOLDINA,12224,3516,30
Sudeste,SP,SANTA LUCIA,8817,797,26
Sul,PR,SANTA LUCIA,3813,814,9
Nordeste,PI,SANTA LUZ,5860,584,8
Nordeste,BA,SANTA LUZIA,12597,1475,35
Nordeste,PB,SANTA LUZIA,15382,3986,35
Nordeste,MA,SANTA LUZIA,72667,7482,120
Sudeste,MG,SANTA LUZIA,219134,14222,594
Norte,RO,SANTA LUZIA D'OESTE,6495,2568,28
Nordeste,SE,SANTA LUZIA DO ITANHY,14035,1191,16
Nordeste,AL,SANTA LUZIA DO NORTE,7296,881,11
Norte,PA,SANTA LUZIA DO PARA,19848,2245,27
Nordeste,MA,SANTA LUZIA DO PARUA,25254,1554,17
Sudeste,MG,SANTA MARGARIDA,16208,1621,42
Sul,RS,SANTA MARGARIDA DO SUL,2562,286,7
Nordeste,RN,SANTA MARIA,5551,667,15
Sul,RS,SANTA MARIA,282123,80449,996
Nordeste,PE,SANTA MARIA DA BOA VISTA,41931,1921,35
Sudeste,SP,SANTA MARIA DA SERRA,6173,1341,12
Nordeste,BA,SANTA MARIA DA VITORIA,39845,4770,71
Norte,PA,SANTA MARIA DAS BARREIRAS,21449,984,13
Sudeste,MG,SANTA MARIA DE ITABIRA,10847,2010,45
Sudeste,ES,SANTA MARIA DE JETIBA,40431,14392,80
Nordeste,PE,SANTA MARIA DO CAMBUCA,14137,1811,21
Sul,RS,SANTA MARIA DO HERVAL,6331,1219,17
Sul,PR,SANTA MARIA DO OESTE,9615,2336,31
Norte,PA,SANTA MARIA DO PARA,24861,1826,38
Sudeste,MG,SANTA MARIA DO SALTO,5232,1010,20
Sudeste,MG,SANTA MARIA DO SUACUI,14615,1462,28
Norte,TO,SANTA MARIA DO TOCANTINS,3434,601,3
Sudeste,RJ,SANTA MARIA MADALENA,10404,449,11
Sul,PR,SANTA MARIANA,11724,2924,60
Sudeste,SP,SANTA MERCEDES,2939,864,11
Sul,PR,SANTA MONICA,3981,927,12
Nordeste,CE,SANTA QUITERIA,43703,9908,77
Nordeste,MA,SANTA QUITERIA DO MARANHAO,25642,698,20
Nordeste,PB,SANTA RITA,136586,13665,390
Nordeste,MA,SANTA RITA,37855,1339,32
Sudeste,SP,SANTA RITA D'OESTE,2498,439,15
Sudeste,MG,SANTA RITA DE CALDAS,8949,1906,38
Nordeste,BA,SANTA RITA DE CASSIA,28338,3648,45
Sudeste,MG,SANTA RITA DE IBITIPOCA,3425,601,4
Sudeste,MG,SANTA RITA DE JACUTINGA,4884,1391,13
Sudeste,MG,SANTA RITA DE MINAS,7212,1019,17
Centro-Oeste,GO,SANTA RITA DO ARAGUAIA,8756,1032,7
Sudeste,MG,SANTA RITA DO ITUETO,5489,1350,13
Centro-Oeste,GO,SANTA RITA DO NOVO DESTINO,3343,549,11
Centro-Oeste,MS,SANTA RITA DO PARDO,7851,1706,15
Sudeste,SP,SANTA RITA DO PASSA QUATRO,27557,1833,47
Sudeste,MG,SANTA RITA DO SAPUCAI,43260,8686,86
Norte,TO,SANTA RITA DO TOCANTINS,2365,457,2
Centro-Oeste,MT,SANTA RITA DO TRIVELATO,3429,520,4
Sul,RS,SANTA ROSA,73254,26527,238
Sudeste,MG,SANTA ROSA DA SERRA,3350,1207,6
Centro-Oeste,GO,SANTA ROSA DE GOIAS,2319,1304,9
Sul,SC,SANTA ROSA DE LIMA,2142,694,5
Nordeste,SE,SANTA ROSA DE LIMA,3913,453,9
Sudeste,SP,SANTA ROSA DE VITERBO,26540,2503,58
Nordeste,PI,SANTA ROSA DO PIAUI,5257,262,6
Norte,AC,SANTA ROSA DO PURUS,6540,1209,7
Sul,SC,SANTA ROSA DO SUL,8358,2357,31
Norte,TO,SANTA ROSA DO TOCANTINS,4829,660,7
Sudeste,SP,SANTA SALETE,1545,685,8
Sudeste,ES,SANTA TERESA,23590,11700,80
Nordeste,PB,SANTA TERESINHA,4573,683,14
Sul,RS,SANTA TEREZA,1729,425,5
Centro-Oeste,GO,SANTA TEREZA DE GOIAS,3355,1184,13
Sul,PR,SANTA TEREZA DO OESTE,10139,2203,39
Norte,TO,SANTA TEREZA DO TOCANTINS,2866,377,7
Centro-Oeste,MT,SANTA TEREZINHA,8371,1273,16
Sul,SC,SANTA TEREZINHA,8787,1147,8
Nordeste,BA,SANTA TEREZINHA,10405,1458,17
Nordeste,PE,SANTA TEREZINHA,11815,1585,30
Centro-Oeste,GO,SANTA TEREZINHA DE GOIAS,8744,2917,38
Sul,PR,SANTA TEREZINHA DE ITAIPU,23465,6795,127
Sul,SC,SANTA TEREZINHA DO PROGRESSO,2428,446,4
Norte,TO,SANTA TEREZINHA DO TOCANTINS,2529,419,5
Sudeste,MG,SANTA VITORIA,19742,8604,75
Sul,RS,SANTA VITORIA DO PALMAR,29676,7709,61
Nordeste,BA,SANTALUZ,37348,4399,64
Nordeste,BA,SANTANA,26614,1273,53
Norte,AP,SANTANA,121364,34141,227
Sul,RS,SANTANA DA BOA VISTA,8098,985,14
Sudeste,SP,SANTANA DA PONTE PENSA,1487,562,6
Sudeste,MG,SANTANA DA VARGEM,7100,1354,13
Sudeste,MG,SANTANA DE CATAGUASES,3872,1600,9
Nordeste,PB,SANTANA DE MANGUEIRA,5162,750,6
Sudeste,SP,SANTANA DE PARNAIBA,139447,26421,442
Sudeste,MG,SANTANA DE PIRAPAMA,7642,965,22
Nordeste,CE,SANTANA DO ACARAU,32452,3141,99
Norte,PA,SANTANA DO ARAGUAIA,72817,4408,47
Nordeste,CE,SANTANA DO CARIRI,17700,2162,32
Sudeste,MG,SANTANA DO DESERTO,3976,727,18
Sudeste,MG,SANTANA DO GARAMBEU,2458,332,5
Nordeste,AL,SANTANA DO IPANEMA,47654,6559,115
Sul,PR,SANTANA DO ITARARE,4992,1480,32
Sudeste,MG,SANTANA DO JACARE,4821,1178,11
Sudeste,MG,SANTANA DO MANHUACU,8674,1710,18
Nordeste,MA,SANTANA DO MARANHAO,13386,212,7
Nordeste,RN,SANTANA DO MATOS,12791,1543,23
Nordeste,AL,SANTANA DO MUNDAU,10740,935,19
Sudeste,MG,SANTANA DO PARAISO,34663,7930,127
Nordeste,PI,SANTANA DO PIAUI,4634,292,7
Sudeste,MG,SANTANA DO RIACHO,4295,1187,7
Nordeste,SE,SANTANA DO SAO FRANCISCO,7780,816,15
Nordeste,RN,SANTANA DO SERIDO,2680,820,3
Nordeste,PB,SANTANA DOS GARROTES,7031,497,11
Sudeste,MG,SANTANA DOS MONTES,3777,306,0
Nordeste,BA,SANTANOPOLIS,8943,1035,14
Norte,PA,SANTAREM,304589,43751,1383
Norte,PA,SANTAREM NOVO,6709,947,9
Sul,RS,SANTIAGO,49425,14982,190
Sul,SC,SANTIAGO DO SUL,1260,240,2
Centro-Oeste,MT,SANTO AFONSO,3146,652,14
Nordeste,BA,SANTO AMARO,60069,5143,106
Sul,SC,SANTO AMARO DA IMPERATRIZ,23245,6285,92
Nordeste,SE,SANTO AMARO DAS BROTAS,12102,846,20
Nordeste,MA,SANTO AMARO DO MARANHAO,15846,474,7
Sudeste,SP,SANTO ANASTACIO,20878,3746,72
Nordeste,PB,SANTO ANDRE,2521,496,4
Sudeste,SP,SANTO ANDRE,718773,94623,3531
Sul,RS,SANTO ANGELO,77593,20549,338
Nordeste,RN,SANTO ANTONIO,24136,3357,68
Sudeste,SP,SANTO ANTONIO DA ALEGRIA,6929,542,23
Centro-Oeste,GO,SANTO ANTONIO DA BARRA,4821,695,9
Sul,RS,SANTO ANTONIO DA PATRULHA,42894,10590,176
Sul,PR,SANTO ANTONIO DA PLATINA,45993,16113,180
Sul,RS,SANTO ANTONIO DAS MISSOES,10175,1328,45
Centro-Oeste,GO,SANTO ANTONIO DE GOIAS,6283,2770,36
Nordeste,BA,SANTO ANTONIO DE JESUS,101512,20873,192
Nordeste,PI,SANTO ANTONIO DE LISBOA,6415,128,5
Sudeste,RJ,SANTO ANTONIO DE PADUA,42479,12019,173
Sudeste,SP,SANTO ANTONIO DE POSSE,23310,4729,68
Sudeste,MG,SANTO ANTONIO DO AMPARO,18525,2475,21
Sudeste,SP,SANTO ANTONIO DO ARACANGUA,8420,594,40
Sudeste,MG,SANTO ANTONIO DO AVENTUREIRO,3602,1281,22
Sul,PR,SANTO ANTONIO DO CAIUA,2641,801,11
Centro-Oeste,GO,SANTO ANTONIO DO DESCOBERTO,74744,6730,129
Sudeste,MG,SANTO ANTONIO DO GRAMA,3911,837,10
Norte,AM,SANTO ANTONIO DO ICA,21602,2302,48
Sudeste,MG,SANTO ANTONIO DO ITAMBE,3838,406,1
Sudeste,MG,SANTO ANTONIO DO JACINTO,11640,1474,15
Sudeste,SP,SANTO ANTONIO DO JARDIM,5954,1397,25
Centro-Oeste,MT,SANTO ANTONIO DO LESTE,5174,537,8
Centro-Oeste,MT,SANTO ANTONIO DO LEVERGER,16628,2409,69
Sudeste,MG,SANTO ANTONIO DO MONTE,28243,7465,98
Sul,RS,SANTO ANTONIO DO PALMA,2128,337,5
Sul,PR,SANTO ANTONIO DO PARAISO,2106,716,6
Sudeste,SP,SANTO ANTONIO DO PINHAL,6811,1585,10
Sul,RS,SANTO ANTONIO DO PLANALTO,2019,285,6
Sudeste,MG,SANTO ANTONIO DO RETIRO,7277,586,1
Sudeste,MG,SANTO ANTONIO DO RIO ABAIXO,1765,135,4
Sul,PR,SANTO ANTONIO DO SUDOESTE,20166,5998,39
Norte,PA,SANTO ANTONIO DO TAUA,31482,2824,60
Nordeste,MA,SANTO ANTONIO DOS LOPES,14528,2248,30
Nordeste,PI,SANTO ANTONIO DOS MILAGRES,2161,317,3
Sul,RS,SANTO AUGUSTO,13885,2850,43
Sul,RS,SANTO CRISTO,14257,3188,33
Nordeste,BA,SANTO ESTEVAO,52850,6246,67
Sudeste,SP,SANTO EXPEDITO,3111,215,11
Sul,RS,SANTO EXPEDITO DO SUL,2324,616,8
Sudeste,MG,SANTO HIPOLITO,3087,445,5
Sul,PR,SANTO INACIO,5438,1269,22
Nordeste,PI,SANTO INACIO DO PIAUI,3798,333,7
Sudeste,SP,SANTOPOLIS DO AGUAPEI,4777,762,19
Sudeste,SP,SANTOS,433311,82438,2633
Sudeste,MG,SANTOS DUMONT,46487,8089,158
Nordeste,CE,SAO BENEDITO,47903,5521,69
Nordeste,MA,SAO BENEDITO DO RIO PRETO,18663,1634,18
Nordeste,PE,SAO BENEDITO DO SUL,15895,855,18
Nordeste,PB,SAO BENTINHO,4529,1151,10
Nordeste,MA,SAO BENTO,45211,924,30
Nordeste,PB,SAO BENTO,34031,8044,76
Sudeste,MG,SAO BENTO ABADE,5286,871,10
Nordeste,RN,SAO BENTO DO NORTE,2747,366,3
Sudeste,SP,SAO BENTO DO SAPUCAI,10878,820,14
Sul,SC,SAO BENTO DO SUL,84507,16852,222
Norte,TO,SAO BENTO DO TOCANTINS,5324,1361,10
Nordeste,RN,SAO BENTO DO TRAIRI,4449,429,4
Nordeste,PE,SAO BENTO DO UNA,59504,6717,92
Sul,SC,SAO BERNARDINO,2336,494,4
Nordeste,MA,SAO BERNARDO,28507,1478,22
Sudeste,SP,SAO BERNARDO DO CAMPO,838936,77230,3816
Sul,SC,SAO BONIFACIO,2838,1042,7
Sul,RS,SAO BORJA,60282,18542,291
Nordeste,AL,SAO BRAS,6961,517,5
Sudeste,MG,SAO BRAS DO SUACUI,3738,922,8
Nordeste,PI,SAO BRAZ DO PIAUI,4448,187,14
Norte,PA,SAO CAETANO DE ODIVELAS,18050,2025,35
Sudeste,SP,SAO CAETANO DO SUL,161127,35229,1170
Nordeste,PE,SAO CAITANO,37245,4319,90
Sul,SC,SAO CARLOS,11281,1391,25
Sudeste,SP,SAO CARLOS,251983,34774,636
Sul,PR,SAO CARLOS DO IVAI,6878,2993,26
Nordeste,SE,SAO CRISTOVAO,90072,13124,257
Sul,SC,SAO CRISTOVAO DO SUL,5549,343,18
Nordeste,BA,SAO DESIDERIO,33742,4955,53
Nordeste,SE,SAO DOMINGOS,11137,1009,31
Centro-Oeste,GO,SAO DOMINGOS,12949,508,10
Nordeste,PB,SAO DOMINGOS,3073,360,2
Sul,SC,SAO DOMINGOS,9445,1532,24
Nordeste,BA,SAO DOMINGOS,9058,1512,14
Sudeste,MG,SAO DOMINGOS DAS DORES,5644,1064,13
Norte,PA,SAO DOMINGOS DO ARAGUAIA,25557,3727,61
Nordeste,MA,SAO DOMINGOS DO AZEITAO,7392,539,4
Norte,PA,SAO DOMINGOS DO CAPIM,31989,1668,37
Nordeste,PB,SAO DOMINGOS DO CARIRI,2615,436,5
Nordeste,MA,SAO DOMINGOS DO MARANHAO,34376,4990,23
Sudeste,ES,SAO DOMINGOS DO NORTE,8638,4161,25
Sudeste,MG,SAO DOMINGOS DO PRATA,17359,3437,27
Sul,RS,SAO DOMINGOS DO SUL,3074,948,10
Nordeste,BA,SAO FELIPE,21074,4072,34
Norte,RO,SAO FELIPE D'OESTE,5172,1736,20
Nordeste,BA,SAO FELIX,14740,1325,9
Nordeste,MA,SAO FELIX DE BALSAS,4585,355,2
Sudeste,MG,SAO FELIX DE MINAS,3369,418,4
Centro-Oeste,MT,SAO FELIX DO ARAGUAIA,11708,3082,44
Nordeste,BA,SAO FELIX DO CORIBE,15391,1771,32
Nordeste,PI,SAO FELIX DO PIAUI,2942,511,4
Norte,TO,SAO FELIX DO TOCANTINS,1585,167,3
Norte,PA,SAO FELIX DO XINGU,128481,4368,41
Nordeste,RN,SAO FERNANDO,3584,881,6
Sudeste,RJ,SAO FIDELIS,38669,933,116
Sudeste,MG,SAO FRANCISCO,56323,3506,84
Sudeste,SP,SAO FRANCISCO,2821,816,21
Nordeste,SE,SAO FRANCISCO,3724,384,12
Nordeste,PB,SAO FRANCISCO,3392,706,4
Sul,RS,SAO FRANCISCO DE ASSIS,18335,3221,47
Nordeste,PI,SAO FRANCISCO DE ASSIS DO PIAUI,5755,470,5
Centro-Oeste,GO,SAO FRANCISCO DE GOIAS,6264,661,18
Sudeste,RJ,SAO FRANCISCO DE ITABAPOANA,42205,5486,137
Sudeste,MG,SAO FRANCISCO DE PAULA,6527,1179,14
Sul,RS,SAO FRANCISCO DE PAULA,21710,2888,54
Sudeste,MG,SAO FRANCISCO DE SALES,6238,1629,37
Nordeste,MA,SAO FRANCISCO DO BREJAO,11798,885,0
Nordeste,BA,SAO FRANCISCO DO CONDE,39802,5868,77
Sudeste,MG,SAO FRANCISCO DO GLORIA,4844,766,10
Norte,RO,SAO FRANCISCO DO GUAPORE,20266,5968,61
Nordeste,MA,SAO FRANCISCO DO MARANHAO,12210,420,23
Nordeste,RN,SAO FRANCISCO DO OESTE,4228,613,6
Norte,PA,SAO FRANCISCO DO PARA,15882,1311,41
Nordeste,PI,SAO FRANCISCO DO PIAUI,6423,237,10
Sul,SC,SAO FRANCISCO DO SUL,52721,11654,209
Nordeste,BA,SAO GABRIEL,18793,2543,22
Sul,RS,SAO GABRIEL,62105,19199,347
Norte,AM,SAO GABRIEL DA CACHOEIRA,45564,11734,113
Sudeste,ES,SAO GABRIEL DA PALHA,37947,17430,97
Centro-Oeste,MS,SAO GABRIEL DO OESTE,26771,6037,98
Sudeste,MG,SAO GERALDO,12366,1056,30
Sudeste,MG,SAO GERALDO DA PIEDADE,3962,586,14
Norte,PA,SAO GERALDO DO ARAGUAIA,24847,2484,57
Sudeste,MG,SAO GERALDO DO BAIXIO,4012,449,7
Sudeste,RJ,SAO GONCALO,1084839,108975,4176
Sudeste,MG,SAO GONCALO DO ABAETE,8389,1185,17
Nordeste,CE,SAO GONCALO DO AMARANTE,48422,13829,241
Nordeste,RN,SAO GONCALO DO AMARANTE,102400,12181,253
Nordeste,PI,SAO GONCALO DO GURGUEIA,3041,231,5
Sudeste,MG,SAO GONCALO DO PARA,12411,579,30
Nordeste,PI,SAO GONCALO DO PIAUI,5015,476,9
Sudeste,MG,SAO GONCALO DO RIO ABAIXO,10920,2846,31
Sudeste,MG,SAO GONCALO DO RIO PRETO,3167,753,5
Sudeste,MG,SAO GONCALO DO SAPUCAI,25449,6204,78
Nordeste,BA,SAO GONCALO DOS CAMPOS,37550,3420,42
Sudeste,MG,SAO GOTARDO,35469,8925,102
Sul,RS,SAO JERONIMO,24248,2726,86
Sul,PR,SAO JERONIMO DA SERRA,11170,1894,33
Nordeste,PE,SAO JOAO,22793,2132,34
Sul,PR,SAO JOAO,10241,2915,26
Nordeste,MA,SAO JOAO BATISTA,20665,414,19
Sul,SC,SAO JOAO BATISTA,37424,8722,115
Sudeste,MG,SAO JOAO BATISTA DO GLORIA,7453,2416,35
Centro-Oeste,GO,SAO JOAO D'ALIANCA,13740,1637,30
Norte,RR,SAO JOAO DA BALIZA,8201,2213,15
Sudeste,RJ,SAO JOAO DA BARRA,36102,7751,183
Sudeste,SP,SAO JOAO DA BOA VISTA,91211,23173,388
Nordeste,PI,SAO JOAO DA CANABRAVA,4608,630,9
Nordeste,PI,SAO JOAO DA FRONTEIRA,6042,267,7
Sudeste,MG,SAO JOAO DA LAGOA,4915,659,5
Sudeste,MG,SAO JOAO DA MATA,2749,905,12
Centro-Oeste,GO,SAO JOAO DA PARAUNA,1381,748,4
Norte,PA,SAO JOAO DA PONTA,6139,95,11
Sudeste,MG,SAO JOAO DA PONTE,25165,732,25
Nordeste,PI,SAO JOAO DA SERRA,6139,432,17
Sul,RS,SAO JOAO DA URTIGA,4657,1585,6
Nordeste,PI,SAO JOAO DA VARJOTA,4840,376,2
Sudeste,SP,SAO JOAO DAS DUAS PONTES,2568,710,10
Sudeste,MG,SAO JOAO DAS MISSOES,13014,514,7
Sudeste,SP,SAO JOAO DE IRACEMA,1922,906,10
Sudeste,RJ,SAO JOAO DE MERITI,472406,31449,1510
Norte,PA,SAO JOAO DE PIRABAS,23045,356,48
Sudeste,MG,SAO JOAO DEL REI,90082,20642,265
Norte,PA,SAO JOAO DO ARAGUAIA,13996,646,12
