regiao,estado,municipio,votos_Bolsonaro,votos_Haddad
Centro-Oeste,MT,RONDONOPOLIS,74166,33847
Sul,RS,ROQUE GONZALES,2219,2042
Norte,RR,RORAINOPOLIS,8597,4455
Sudeste,SP,ROSANA,4592,4417
Nordeste,MA,ROSARIO,4140,16994
Sudeste,MG,ROSARIO DA LIMEIRA,1346,1962
Nordeste,SE,ROSARIO DO CATETE,1283,4512
Sul,PR,ROSARIO DO IVAI,2014,1380
Sul,RS,ROSARIO DO SUL,11583,9686
Centro-Oeste,MT,ROSARIO OESTE,4041,4417
Sudeste,SP,ROSEIRA,4461,1409
Nordeste,AL,ROTEIRO,1102,2183
Exterior,ZZ,ROTTERDA,900,1047
Sudeste,MG,RUBELITA,746,3146
Sudeste,SP,RUBIACEA,1048,468
Centro-Oeste,GO,RUBIATABA,7982,2868
Sudeste,MG,RUBIM,1085,2673
Sudeste,SP,RUBINEIA,1370,569
Norte,PA,RUROPOLIS,5564,5511
Nordeste,CE,RUSSAS,11203,30874
Nordeste,BA,RUY BARBOSA,3202,11766
Nordeste,RN,RUY BARBOSA,868,1630
Sudeste,MG,SABARA,39086,24351
Sul,PR,SABAUDIA,3603,887
Sudeste,SP,SABINO,2066,857
Sudeste,MG,SABINOPOLIS,1935,4807
Nordeste,CE,SABOEIRO,1153,7398
Sudeste,MG,SACRAMENTO,8501,4448
Sul,RS,SAGRADA FAMILIA,766,842
Sudeste,SP,SAGRES,865,542
Nordeste,PE,SAIRE,2326,5667
Sul,RS,SALDANHA MARINHO,1354,693
Sudeste,SP,SALES,2679,630
Sudeste,SP,SALES OLIVEIRA,4182,1487
Sudeste,SP,SALESOPOLIS,7429,2566
Sul,SC,SALETE,3634,966
Nordeste,PE,SALGADINHO,909,3471
Nordeste,PB,SALGADINHO,388,1624
Nordeste,SE,SALGADO,2222,9100
Nordeste,PB,SALGADO DE SAO FELIX,1842,5114
Sul,PR,SALGADO FILHO,1343,1493
Nordeste,PE,SALGUEIRO,5694,25020
Sudeste,MG,SALINAS,8308,11614
Nordeste,BA,SALINAS DA MARGARIDA,1109,7395
Norte,PA,SALINOPOLIS,7897,14318
Nordeste,CE,SALITRE,1389,8150
Sudeste,SP,SALMOURAO,1786,934
Nordeste,PE,SALOA,953,7509
Sul,SC,SALTINHO,890,1497
Sudeste,SP,SALTINHO,4454,539
Sudeste,SP,SALTO,46789,15501
Sudeste,MG,SALTO DA DIVISA,1018,1876
Sudeste,SP,SALTO DE PIRAPORA,14417,5774
Exterior,ZZ,SALTO DEL GUAIRA,285,14
Centro-Oeste,MT,SALTO DO CEU,1404,705
Sul,PR,SALTO DO ITARARE,1671,1369
Sul,RS,SALTO DO JACUI,2939,3026
Sul,PR,SALTO DO LONTRA,3112,5482
Sudeste,SP,SALTO GRANDE,2936,1315
Sul,SC,SALTO VELOSO,1874,765
Nordeste,BA,SALVADOR,451273,985532
Sul,RS,SALVADOR DAS MISSOES,1271,746
Sul,RS,SALVADOR DO SUL,3303,960
Norte,PA,SALVATERRA,2955,8757
Nordeste,MA,SAMBAIBA,928,2392
Norte,TO,SAMPAIO,593,1525
Sul,RS,SANANDUVA,7328,2862
Centro-Oeste,GO,SANCLERLANDIA,3023,1852
Norte,TO,SANDOLANDIA,1069,1045
Sudeste,SP,SANDOVALINA,983,1323
Sul,SC,SANGAO,5487,955
Nordeste,PE,SANHARO,2258,9452
Sul,RS,SANT'ANA DO LIVRAMENTO,25240,23224
Sudeste,SP,SANTA ADELIA,5649,1703
Sudeste,SP,SANTA ALBERTINA,2454,859
Sul,PR,SANTA AMELIA,1357,997
Nordeste,BA,SANTA BARBARA,2396,10716
Sudeste,MG,SANTA BARBARA,7270,8460
Sudeste,SP,SANTA BARBARA D'OESTE,76429,22479
Centro-Oeste,GO,SANTA BARBARA DE GOIAS,2439,1411
Sudeste,MG,SANTA BARBARA DO LESTE,2438,2039
Sudeste,MG,SANTA BARBARA DO MONTE VERDE,868,1287
Norte,PA,SANTA BARBARA DO PARA,5175,7364
Sul,RS,SANTA BARBARA DO SUL,3425,1908
Sudeste,MG,SANTA BARBARA DO TUGURIO,845,2109
Sudeste,SP,SANTA BRANCA,6230,1929
Nordeste,BA,SANTA BRIGIDA,934,7110
Centro-Oeste,MT,SANTA CARMEM,1886,573
Sul,SC,SANTA CECILIA,5461,3233
Nordeste,PB,SANTA CECILIA,981,3679
Sul,PR,SANTA CECILIA DO PAVAO,1380,902
Sul,RS,SANTA CECILIA DO SUL,982,419
Sudeste,SP,SANTA CLARA D'OESTE,988,464
Sul,RS,SANTA CLARA DO SUL,3159,930
Nordeste,RN,SANTA CRUZ,5889,12500
Nordeste,PE,SANTA CRUZ,819,6969
Nordeste,PB,SANTA CRUZ,590,3591
Nordeste,BA,SANTA CRUZ CABRALIA,5186,7788
Nordeste,PE,SANTA CRUZ DA BAIXA VERDE,917,6019
Sudeste,SP,SANTA CRUZ DA CONCEICAO,2202,532
Sudeste,SP,SANTA CRUZ DA ESPERANCA,941,375
Nordeste,BA,SANTA CRUZ DA VITORIA,889,1634
Sudeste,SP,SANTA CRUZ DAS PALMEIRAS,11123,4002
Centro-Oeste,GO,SANTA CRUZ DE GOIAS,1123,742
Sudeste,MG,SANTA CRUZ DE MINAS,3011,1464
Sul,PR,SANTA CRUZ DE MONTE CASTELO,2789,2311
Sudeste,MG,SANTA CRUZ DE SALINAS,418,2034
Norte,PA,SANTA CRUZ DO ARARI,821,2590
Nordeste,PE,SANTA CRUZ DO CAPIBARIBE,23044,19765
Sudeste,MG,SANTA CRUZ DO ESCALVADO,1005,2081
Nordeste,PI,SANTA CRUZ DO PIAUI,655,3505
Sudeste,SP,SANTA CRUZ DO RIO PARDO,19301,4309
Sul,RS,SANTA CRUZ DO SUL,51725,25729
Centro-Oeste,MT,SANTA CRUZ DO XINGU,674,286
Nordeste,PI,SANTA CRUZ DOS MILAGRES,305,2001
Sudeste,MG,SANTA EFIGENIA DE MINAS,903,1267
Sudeste,SP,SANTA ERNESTINA,2232,1257
Sul,PR,SANTA FE,4732,2037
Centro-Oeste,GO,SANTA FE DE GOIAS,1311,1130
Sudeste,MG,SANTA FE DE MINAS,424,1349
Norte,TO,SANTA FE DO ARAGUAIA,1380,1866
Sudeste,SP,SANTA FE DO SUL,13054,3560
Nordeste,PE,SANTA FILOMENA,773,6970
Nordeste,PI,SANTA FILOMENA,663,2753
Nordeste,MA,SANTA FILOMENA DO MARANHAO,605,3287
Sudeste,SP,SANTA GERTRUDES,9755,2778
Sul,SC,SANTA HELENA,935,759
Nordeste,PB,SANTA HELENA,408,3716
Sul,PR,SANTA HELENA,9295,6053
Nordeste,MA,SANTA HELENA,2667,12055
Centro-Oeste,GO,SANTA HELENA DE GOIAS,12118,8692
Sudeste,MG,SANTA HELENA DE MINAS,742,2189
Nordeste,BA,SANTA INES,681,4681
Nordeste,MA,SANTA INES,12991,28127
Sul,PR,SANTA INES,641,631
Nordeste,PB,SANTA INES,190,2265
Centro-Oeste,GO,SANTA ISABEL,1533,906
Sudeste,SP,SANTA ISABEL,20358,7046
Sul,PR,SANTA ISABEL DO IVAI,3633,1616
Norte,PA,SANTA ISABEL DO PARA,14312,17253
Norte,AM,SANTA ISABEL DO RIO NEGRO,1430,2637
Sul,PR,SANTA IZABEL DO OESTE,3344,3335
Sudeste,MG,SANTA JULIANA,3742,2664
Sudeste,ES,SANTA LEOPOLDINA,4066,3094
Sul,PR,SANTA LUCIA,1382,1050
Sudeste,SP,SANTA LUCIA,2824,1967
Nordeste,PI,SANTA LUZ,771,2620
Nordeste,MA,SANTA LUZIA,5352,26299
Nordeste,PB,SANTA LUZIA,2518,5736
Nordeste,BA,SANTA LUZIA,1489,3530
Sudeste,MG,SANTA LUZIA,68452,41289
Norte,RO,SANTA LUZIA D'OESTE,3053,1632
Nordeste,SE,SANTA LUZIA DO ITANHY,1143,5859
Nordeste,AL,SANTA LUZIA DO NORTE,1635,2586
Norte,PA,SANTA LUZIA DO PARA,2684,7632
Nordeste,MA,SANTA LUZIA DO PARUA,2640,8679
Sudeste,MG,SANTA MARGARIDA,3906,4685
Sul,RS,SANTA MARGARIDA DO SUL,1064,802
Sul,RS,SANTA MARIA,91619,57445
Nordeste,RN,SANTA MARIA,816,2376
Nordeste,PE,SANTA MARIA DA BOA VISTA,2850,17834
Sudeste,SP,SANTA MARIA DA SERRA,2074,721
Nordeste,BA,SANTA MARIA DA VITORIA,4946,15090
Norte,PA,SANTA MARIA DAS BARREIRAS,4427,3411
Sudeste,MG,SANTA MARIA DE ITABIRA,2017,3350
Sudeste,ES,SANTA MARIA DE JETIBA,16375,5721
Nordeste,PE,SANTA MARIA DO CAMBUCA,2158,5767
Sul,RS,SANTA MARIA DO HERVAL,2884,1248
Sul,PR,SANTA MARIA DO OESTE,2156,3712
Norte,PA,SANTA MARIA DO PARA,6395,8299
Sudeste,MG,SANTA MARIA DO SALTO,898,1491
Sudeste,MG,SANTA MARIA DO SUACUI,2409,3963
Norte,TO,SANTA MARIA DO TOCANTINS,613,903
Sudeste,RJ,SANTA MARIA MADALENA,3272,1894
Sul,PR,SANTA MARIANA,4018,3002
Sudeste,SP,SANTA MERCEDES,1029,653
Sul,PR,SANTA MONICA,977,1055
Nordeste,CE,SANTA QUITERIA,3940,19557
Nordeste,MA,SANTA QUITERIA DO MARANHAO,1668,12201
Nordeste,PB,SANTA RITA,30877,41667
Nordeste,MA,SANTA RITA,2720,13813
Sudeste,SP,SANTA RITA D'OESTE,1127,511
Sudeste,MG,SANTA RITA DE CALDAS,3526,1518
Nordeste,BA,SANTA RITA DE CASSIA,2968,11482
Sudeste,MG,SANTA RITA DE IBITIPOCA,617,1417
Sudeste,MG,SANTA RITA DE JACUTINGA,1435,1573
Sudeste,MG,SANTA RITA DE MINAS,2274,1528
Centro-Oeste,GO,SANTA RITA DO ARAGUAIA,1636,1260
Sudeste,MG,SANTA RITA DO ITUETO,2003,1306
Centro-Oeste,GO,SANTA RITA DO NOVO DESTINO,1000,932
Centro-Oeste,MS,SANTA RITA DO PARDO,1682,1203
Sudeste,SP,SANTA RITA DO PASSA QUATRO,11659,2484
Sudeste,MG,SANTA RITA DO SAPUCAI,16799,4134
Norte,TO,SANTA RITA DO TOCANTINS,561,598
Centro-Oeste,MT,SANTA RITA DO TRIVELATO,840,376
Sul,RS,SANTA ROSA,30248,13430
Sudeste,MG,SANTA ROSA DA SERRA,990,982
Centro-Oeste,GO,SANTA ROSA DE GOIAS,1249,828
Nordeste,SE,SANTA ROSA DE LIMA,628,2001
Sul,SC,SANTA ROSA DE LIMA,1156,391
Sudeste,SP,SANTA ROSA DE VITERBO,8540,3554
Nordeste,PI,SANTA ROSA DO PIAUI,872,2269
Norte,AC,SANTA ROSA DO PURUS,847,975
Sul,SC,SANTA ROSA DO SUL,4171,1212
Norte,TO,SANTA ROSA DO TOCANTINS,725,1850
Sudeste,SP,SANTA SALETE,980,307
Sudeste,ES,SANTA TERESA,10121,3606
Nordeste,PB,SANTA TERESINHA,1005,2727
Sul,RS,SANTA TEREZA,1004,289
Centro-Oeste,GO,SANTA TEREZA DE GOIAS,1084,934
Sul,PR,SANTA TEREZA DO OESTE,4134,2665
Norte,TO,SANTA TEREZA DO TOCANTINS,869,843
Sul,SC,SANTA TEREZINHA,3643,1445
Nordeste,BA,SANTA TEREZINHA,856,4715
Centro-Oeste,MT,SANTA TEREZINHA,1151,1790
Nordeste,PE,SANTA TEREZINHA,808,4733
Centro-Oeste,GO,SANTA TEREZINHA DE GOIAS,2230,2972
Sul,PR,SANTA TEREZINHA DE ITAIPU,10067,3378
Sul,SC,SANTA TEREZINHA DO PROGRESSO,717,1066
Norte,TO,SANTA TEREZINHA DO TOCANTINS,478,893
Sudeste,MG,SANTA VITORIA,4908,6615
Sul,RS,SANTA VITORIA DO PALMAR,7615,8032
Nordeste,BA,SANTALUZ,4611,16173
Norte,AP,SANTANA,31383,27662
Nordeste,BA,SANTANA,3825,10309
Sul,RS,SANTANA DA BOA VISTA,2157,2097
Sudeste,SP,SANTANA DA PONTE PENSA,733,336
Sudeste,MG,SANTANA DA VARGEM,2312,1849
Sudeste,MG,SANTANA DE CATAGUASES,1284,1034
Nordeste,PB,SANTANA DE MANGUEIRA,290,2831
Sudeste,SP,SANTANA DE PARNAIBA,40706,20077
Sudeste,MG,SANTANA DE PIRAPAMA,2142,2385
Nordeste,CE,SANTANA DO ACARAU,3008,14893
Norte,PA,SANTANA DO ARAGUAIA,7561,5241
Nordeste,CE,SANTANA DO CARIRI,899,9102
Sudeste,MG,SANTANA DO DESERTO,893,1413
Sudeste,MG,SANTANA DO GARAMBEU,440,1028
Nordeste,AL,SANTANA DO IPANEMA,4678,17425
Sul,PR,SANTANA DO ITARARE,1841,1438
Sudeste,MG,SANTANA DO JACARE,1541,965
Sudeste,MG,SANTANA DO MANHUACU,1867,2764
Nordeste,MA,SANTANA DO MARANHAO,694,4383
Nordeste,RN,SANTANA DO MATOS,1493,6416
Nordeste,AL,SANTANA DO MUNDAU,1105,4729
Sudeste,MG,SANTANA DO PARAISO,9626,4340
Nordeste,PI,SANTANA DO PIAUI,391,2618
Sudeste,MG,SANTANA DO RIACHO,1458,1551
Nordeste,SE,SANTANA DO SAO FRANCISCO,912,3026
Nordeste,RN,SANTANA DO SERIDO,736,1109
Nordeste,PB,SANTANA DOS GARROTES,897,3295
Sudeste,MG,SANTANA DOS MONTES,1115,1257
Nordeste,BA,SANTANOPOLIS,751,4881
Norte,PA,SANTAREM,90577,70119
Norte,PA,SANTAREM NOVO,830,3570
Exterior,ZZ,SANTIAGO,923,431
Sul,RS,SANTIAGO,17660,10394
Sul,SC,SANTIAGO DO SUL,560,620
Centro-Oeste,MT,SANTO AFONSO,800,673
Nordeste,BA,SANTO AMARO,4665,28707
Sul,SC,SANTO AMARO DA IMPERATRIZ,10643,3345
Nordeste,SE,SANTO AMARO DAS BROTAS,814,5254
Nordeste,MA,SANTO AMARO DO MARANHAO,684,5381
Sudeste,SP,SANTO ANASTACIO,7122,3286
Nordeste,PB,SANTO ANDRE,379,1504
Sudeste,SP,SANTO ANDRE,264039,131021
Sul,RS,SANTO ANGELO,26347,17692
Nordeste,RN,SANTO ANTONIO,3420,9498
Sudeste,SP,SANTO ANTONIO DA ALEGRIA,2294,1382
Centro-Oeste,GO,SANTO ANTONIO DA BARRA,1294,1508
Sul,RS,SANTO ANTONIO DA PATRULHA,14926,8363
Sul,PR,SANTO ANTONIO DA PLATINA,16873,7285
Sul,RS,SANTO ANTONIO DAS MISSOES,2537,3609
Centro-Oeste,GO,SANTO ANTONIO DE GOIAS,2422,1433
Nordeste,BA,SANTO ANTONIO DE JESUS,17154,34032
Nordeste,PI,SANTO ANTONIO DE LISBOA,598,3375
Sudeste,RJ,SANTO ANTONIO DE PADUA,15663,6298
Sudeste,SP,SANTO ANTONIO DE POSSE,8882,2397
Sudeste,MG,SANTO ANTONIO DO AMPARO,3624,5156
Sudeste,SP,SANTO ANTONIO DO ARACANGUA,3165,1594
Sudeste,MG,SANTO ANTONIO DO AVENTUREIRO,1148,1205
Sul,PR,SANTO ANTONIO DO CAIUA,776,932
Centro-Oeste,GO,SANTO ANTONIO DO DESCOBERTO,17921,10306
Sudeste,MG,SANTO ANTONIO DO GRAMA,860,1603
Norte,AM,SANTO ANTONIO DO ICA,1662,7998
Sudeste,MG,SANTO ANTONIO DO ITAMBE,454,1337
Sudeste,MG,SANTO ANTONIO DO JACINTO,2018,3009
Sudeste,SP,SANTO ANTONIO DO JARDIM,2879,849
Centro-Oeste,MT,SANTO ANTONIO DO LESTE,973,493
Centro-Oeste,MT,SANTO ANTONIO DO LEVERGER,5445,6012
Sudeste,MG,SANTO ANTONIO DO MONTE,10425,2749
Sul,RS,SANTO ANTONIO DO PALMA,810,676
Sul,PR,SANTO ANTONIO DO PARAISO,947,660
Sudeste,SP,SANTO ANTONIO DO PINHAL,3093,942
Sul,RS,SANTO ANTONIO DO PLANALTO,1145,406
Sudeste,MG,SANTO ANTONIO DO RETIRO,699,2756
Sudeste,MG,SANTO ANTONIO DO RIO ABAIXO,450,706
Sul,PR,SANTO ANTONIO DO SUDOESTE,5256,6045
Norte,PA,SANTO ANTONIO DO TAUA,5010,11076
Nordeste,MA,SANTO ANTONIO DOS LOPES,2324,7425
Nordeste,PI,SANTO ANTONIO DOS MILAGRES,176,1140
Sul,RS,SANTO AUGUSTO,4472,3792
Sul,RS,SANTO CRISTO,6038,4124
Nordeste,BA,SANTO ESTEVAO,4379,23419
Sudeste,SP,SANTO EXPEDITO,1125,698
Sul,RS,SANTO EXPEDITO DO SUL,1030,649
Sudeste,MG,SANTO HIPOLITO,460,1141
Sul,PR,SANTO INACIO,1809,1651
Nordeste,PI,SANTO INACIO DO PIAUI,398,2034
Sudeste,SP,SANTOPOLIS DO AGUAPEI,1616,662
Sudeste,SP,SANTOS,168843,67785
Sudeste,MG,SANTOS DUMONT,12068,14206
Nordeste,CE,SAO BENEDITO,5830,19673
Nordeste,MA,SAO BENEDITO DO RIO PRETO,1116,9034
Nordeste,PE,SAO BENEDITO DO SUL,843,4105
Nordeste,PB,SAO BENTINHO,469,2095
Nordeste,PB,SAO BENTO,8399,9207
Nordeste,MA,SAO BENTO,2907,14591
Sudeste,MG,SAO BENTO ABADE,1537,1075
Nordeste,RN,SAO BENTO DO NORTE,544,1776
Sudeste,SP,SAO BENTO DO SAPUCAI,4667,1370
Sul,SC,SAO BENTO DO SUL,40247,7048
Norte,TO,SAO BENTO DO TOCANTINS,792,2020
Nordeste,RN,SAO BENTO DO TRAIRI,606,2191
Nordeste,PE,SAO BENTO DO UNA,5727,18139
Sul,SC,SAO BERNARDINO,788,1043
Nordeste,MA,SAO BERNARDO,2167,11827
Sudeste,SP,SAO BERNARDO DO CAMPO,258269,175284
Sul,SC,SAO BONIFACIO,1833,332
Sul,RS,SAO BORJA,16398,16441
Nordeste,AL,SAO BRAS,879,3103
Sudeste,MG,SAO BRAS DO SUACUI,1025,1047
Nordeste,PI,SAO BRAZ DO PIAUI,160,2720
Norte,PA,SAO CAETANO DE ODIVELAS,2556,6784
Sudeste,SP,SAO CAETANO DO SUL,77010,25514
Nordeste,PE,SAO CAITANO,5028,16917
Sudeste,SP,SAO CARLOS,83202,40433
Sul,SC,SAO CARLOS,4026,2443
Sul,PR,SAO CARLOS DO IVAI,2546,1284
Nordeste,SE,SAO CRISTOVAO,14108,25032
Sul,SC,SAO CRISTOVAO DO SUL,1526,881
Nordeste,BA,SAO DESIDERIO,4193,12390
Sul,SC,SAO DOMINGOS,3339,2474
Centro-Oeste,GO,SAO DOMINGOS,1672,2792
Exterior,ZZ,SAO DOMINGOS,167,49
Nordeste,BA,SAO DOMINGOS,1201,4013
Nordeste,PB,SAO DOMINGOS,471,1649
Nordeste,SE,SAO DOMINGOS,1905,3451
Sudeste,MG,SAO DOMINGOS DAS DORES,1801,1600
Norte,PA,SAO DOMINGOS DO ARAGUAIA,3701,5976
Nordeste,MA,SAO DOMINGOS DO AZEITAO,639,3571
Norte,PA,SAO DOMINGOS DO CAPIM,3872,11473
Nordeste,PB,SAO DOMINGOS DO CARIRI,600,1314
Nordeste,MA,SAO DOMINGOS DO MARANHAO,5483,13118
Sudeste,ES,SAO DOMINGOS DO NORTE,2765,2678
Sudeste,MG,SAO DOMINGOS DO PRATA,3991,5064
Sul,RS,SAO DOMINGOS DO SUL,1276,729
Nordeste,BA,SAO FELIPE,2913,9016
Norte,RO,SAO FELIPE D'OESTE,2282,964
Nordeste,BA,SAO FELIX,1093,6214
Nordeste,MA,SAO FELIX DE BALSAS,370,2190
Sudeste,MG,SAO FELIX DE MINAS,1178,992
Centro-Oeste,MT,SAO FELIX DO ARAGUAIA,2514,1571
Nordeste,BA,SAO FELIX DO CORIBE,2513,5358
Nordeste,PI,SAO FELIX DO PIAUI,520,1828
Norte,TO,SAO FELIX DO TOCANTINS,199,641
Norte,PA,SAO FELIX DO XINGU,13133,8727
Nordeste,RN,SAO FERNANDO,646,1889
Sudeste,RJ,SAO FIDELIS,14256,4892
Nordeste,PB,SAO FRANCISCO,608,2286
Sudeste,SP,SAO FRANCISCO,1087,604
Nordeste,SE,SAO FRANCISCO,477,1988
Exterior,ZZ,SAO FRANCISCO,1734,1068
Sudeste,MG,SAO FRANCISCO,6705,16543
Sul,RS,SAO FRANCISCO DE ASSIS,5127,5544
Nordeste,PI,SAO FRANCISCO DE ASSIS DO PIAUI,513,2846
Centro-Oeste,GO,SAO FRANCISCO DE GOIAS,2146,1036
Sudeste,RJ,SAO FRANCISCO DE ITABAPOANA,15425,6269
Sudeste,MG,SAO FRANCISCO DE PAULA,1681,2123
Sul,RS,SAO FRANCISCO DE PAULA,6091,4766
Sudeste,MG,SAO FRANCISCO DE SALES,1280,2042
Nordeste,MA,SAO FRANCISCO DO BREJAO,1776,3085
Nordeste,BA,SAO FRANCISCO DO CONDE,3204,21780
Sudeste,MG,SAO FRANCISCO DO GLORIA,1110,1749
Norte,RO,SAO FRANCISCO DO GUAPORE,5134,2505
Nordeste,MA,SAO FRANCISCO DO MARANHAO,662,5748
Nordeste,RN,SAO FRANCISCO DO OESTE,732,2235
Norte,PA,SAO FRANCISCO DO PARA,3646,6328
Nordeste,PI,SAO FRANCISCO DO PIAUI,1182,2838
Sul,SC,SAO FRANCISCO DO SUL,20054,5555
Sul,RS,SAO GABRIEL,18188,13220
Nordeste,BA,SAO GABRIEL,1031,10769
Norte,AM,SAO GABRIEL DA CACHOEIRA,3864,13369
Sudeste,ES,SAO GABRIEL DA PALHA,11016,6890
Centro-Oeste,MS,SAO GABRIEL DO OESTE,9997,3691
Sudeste,MG,SAO GERALDO,1939,2594
Sudeste,MG,SAO GERALDO DA PIEDADE,1020,1202
Norte,PA,SAO GERALDO DO ARAGUAIA,5519,6276
Sudeste,MG,SAO GERALDO DO BAIXIO,975,1008
Sudeste,RJ,SAO GONCALO,307577,149075
Sudeste,MG,SAO GONCALO DO ABAETE,1629,1530
Nordeste,RN,SAO GONCALO DO AMARANTE,22383,28141
Nordeste,CE,SAO GONCALO DO AMARANTE,10333,21207
Nordeste,PI,SAO GONCALO DO GURGUEIA,304,1224
Sudeste,MG,SAO GONCALO DO PARA,3777,1801
Nordeste,PI,SAO GONCALO DO PIAUI,823,2435
Sudeste,MG,SAO GONCALO DO RIO ABAIXO,3827,3482
Sudeste,MG,SAO GONCALO DO RIO PRETO,561,1105
Sudeste,MG,SAO GONCALO DO SAPUCAI,8057,4310
Nordeste,BA,SAO GONCALO DOS CAMPOS,3953,17663
Sudeste,MG,SAO GOTARDO,11663,4978
Sul,RS,SAO JERONIMO,5942,4740
Sul,PR,SAO JERONIMO DA SERRA,2596,3389
Nordeste,PE,SAO JOAO,1668,10263
Sul,PR,SAO JOAO,3935,3120
Nordeste,MA,SAO JOAO BATISTA,1036,10398
Sul,SC,SAO JOAO BATISTA,14229,2090
Sudeste,MG,SAO JOAO BATISTA DO GLORIA,2947,1405
Centro-Oeste,GO,SAO JOAO D'ALIANCA,2015,2407
Norte,RR,SAO JOAO DA BALIZA,2048,1217
Sudeste,RJ,SAO JOAO DA BARRA,14866,8219
Sudeste,SP,SAO JOAO DA BOA VISTA,36546,10015
Nordeste,PI,SAO JOAO DA CANABRAVA,383,2868
Nordeste,PI,SAO JOAO DA FRONTEIRA,441,2919
Sudeste,MG,SAO JOAO DA LAGOA,892,2042
Sudeste,MG,SAO JOAO DA MATA,1523,611
Centro-Oeste,GO,SAO JOAO DA PARAUNA,908,431
Norte,PA,SAO JOAO DA PONTA,1094,2776
Sudeste,MG,SAO JOAO DA PONTE,2451,9954
Nordeste,PI,SAO JOAO DA SERRA,794,3637
Sul,RS,SAO JOAO DA URTIGA,1787,1411
Nordeste,PI,SAO JOAO DA VARJOTA,263,2605
Sudeste,SP,SAO JOAO DAS DUAS PONTES,873,680
Sudeste,MG,SAO JOAO DAS MISSOES,1271,4425
Sudeste,SP,SAO JOAO DE IRACEMA,572,534
Sudeste,RJ,SAO JOAO DE MERITI,176534,70499
Norte,PA,SAO JOAO DE PIRABAS,3227,7397
Sudeste,MG,SAO JOAO DEL REI,29334,17250
Norte,PA,SAO JOAO DO ARAGUAIA,2376,4372
Nordeste,PI,SAO JOAO DO ARRAIAL,1447,3666
Sul,PR,SAO JOAO DO CAIUA,1540,1850
Nordeste,PB,SAO JOAO DO CARIRI,577,2395
Nordeste,MA,SAO JOAO DO CARU,1101,5198
Sul,SC,SAO JOAO DO ITAPERIU,2309,357
Sul,PR,SAO JOAO DO IVAI,3599,3258
Nordeste,CE,SAO JOAO DO JAGUARIBE,742,4079
Sudeste,MG,SAO JOAO DO MANHUACU,2895,3211
Sudeste,MG,SAO JOAO DO MANTENINHA,1854,1454
Sul,SC,SAO JOAO DO OESTE,3193,857
Sudeste,MG,SAO JOAO DO ORIENTE,2426,2235
Sudeste,MG,SAO JOAO DO PACUI,520,1797
Nordeste,MA,SAO JOAO DO PARAISO,1717,4058
Sudeste,MG,SAO JOAO DO PARAISO,4955,4319
Sudeste,SP,SAO JOAO DO PAU D'ALHO,860,579
Nordeste,PI,SAO JOAO DO PIAUI,1805,9233
Sul,RS,SAO JOAO DO POLESINE,1316,605
Nordeste,PB,SAO JOAO DO RIO DO PEIXE,1618,9039
Nordeste,RN,SAO JOAO DO SABUGI,1013,2862
Nordeste,MA,SAO JOAO DO SOTER,822,7948
Sul,SC,SAO JOAO DO SUL,3767,1051
Nordeste,PB,SAO JOAO DO TIGRE,443,2283
Sul,PR,SAO JOAO DO TRIUNFO,3714,5174
Nordeste,MA,SAO JOAO DOS PATOS,2841,10007
Sudeste,MG,SAO JOAO EVANGELISTA,2393,5052
Sudeste,MG,SAO JOAO NEPOMUCENO,7825,5767
Sul,SC,SAO JOAQUIM,9052,4571
Sudeste,SP,SAO JOAQUIM DA BARRA,16374,7321
Sudeste,MG,SAO JOAQUIM DE BICAS,6701,6033
Nordeste,PE,SAO JOAQUIM DO MONTE,3333,8559
Sul,RS,SAO JORGE,1550,407
Sul,PR,SAO JORGE D'OESTE,3283,2975
Sul,PR,SAO JORGE DO IVAI,2409,1160
Sul,PR,SAO JORGE DO PATROCINIO,2555,1485
Sul,SC,SAO JOSE,95393,34859
Exterior,ZZ,SAO JOSE,188,70
Sudeste,MG,SAO JOSE DA BARRA,2302,1742
Sudeste,SP,SAO JOSE DA BELA VISTA,2571,1734
Sul,PR,SAO JOSE DA BOA VISTA,2580,931
Nordeste,PE,SAO JOSE DA COROA GRANDE,3643,5951
Nordeste,PB,SAO JOSE DA LAGOA TAPADA,655,4112
Nordeste,AL,SAO JOSE DA LAJE,4203,7192
Sudeste,MG,SAO JOSE DA LAPA,8141,4735
Sudeste,MG,SAO JOSE DA SAFIRA,1016,1285
Nordeste,AL,SAO JOSE DA TAPERA,1826,12282
Sudeste,MG,SAO JOSE DA VARGINHA,1438,883
Nordeste,BA,SAO JOSE DA VITORIA,968,2134
Sul,RS,SAO JOSE DAS MISSOES,620,973
Sul,PR,SAO JOSE DAS PALMEIRAS,1273,1248
Nordeste,PB,SAO JOSE DE CAIANA,425,2865
Nordeste,PB,SAO JOSE DE ESPINHARAS,690,2406
Nordeste,RN,SAO JOSE DE MIPIBU,8094,13420
Nordeste,PB,SAO JOSE DE PIRANHAS,1629,9378
Nordeste,PB,SAO JOSE DE PRINCESA,190,2166
Nordeste,MA,SAO JOSE DE RIBAMAR,26235,49761
Sudeste,RJ,SAO JOSE DE UBA,3664,1492
Sudeste,MG,SAO JOSE DO ALEGRE,1834,692
Sudeste,SP,SAO JOSE DO BARREIRO,1273,1027
Nordeste,PE,SAO JOSE DO BELMONTE,2106,16021
Nordeste,PB,SAO JOSE DO BONFIM,736,1950
